Date,Address,Land Area,Price per m2,Price Total,Subdistrict,Regency
2024-02-29,"Kerobokan Kelod, Badung",700.0,7900000.0,5530000000.0,Kerobokan Kelod,Badung
2024-04-22,"Kuta Selatan, Badung",200.0,4250000.0,850000000.0,Kuta Selatan,Badung
2024-04-01,"Pecatu, Badung",1768.0,8000000.0,14144000000.0,Pecatu,Badung
2023-12-01,"Ubud, Gianyar",480.0,2708333.3333333335,1300000000.0,Ubud,Gianyar
2024-02-29,"Ungasan, Badung",592.0,3750000.0,2220000000.0,Ungasan,Badung
2024-04-22,"Nyitdah, Tabanan",1944.0,3996913.5802469137,7770000000.0,Nyitdah,Tabanan
2024-04-22,"Munggu, Badung",822.0,6995133.819951338,5750000000.0,Munggu,Badung
2024-04-22,"Jimbaran, Badung",246.0,5487804.87804878,1350000000.0,Jimbaran,Badung
2024-04-22,"Ubud, Gianyar",3379.0,3492157.4430304826,11800000000.0,Ubud,Gianyar
2024-03-30,"Sanur, Denpasar",414.0,8750000.0,3622500000.0,Sanur,Denpasar
2024-04-22,"Jimbaran, Badung",500.0,4250000.0,2125000000.0,Jimbaran,Badung
2024-04-22,"Mengwi, Badung",500.0,9000000.0,4500000000.0,Mengwi,Badung
2024-04-22,"Baturiti, Tabanan",1650.0,1200000.0,1980000000.0,Baturiti,Tabanan
2024-04-22,"Baturiti, Tabanan",2590.0,179922.7799227799,466000000.0,Baturiti,Tabanan
2024-04-22,"Umalas, Badung",1326.0,12971342.383107089,17200000000.0,Umalas,Badung
2024-01-30,"Pererenan, Badung",300.0,11000000.0,3300000000.0,Pererenan,Badung
2024-04-22,"Jimbaran, Badung",311.0,5980707.395498392,1860000000.0,Jimbaran,Badung
2024-04-22,"Canggu, Badung",750.0,7750000.0,5812500000.0,Canggu,Badung
2024-04-22,"Sanur, Denpasar",414.0,8743961.352657005,3620000000.0,Sanur,Denpasar
2024-04-25,"Payangan, Gianyar",3500.0,1600000.0,5600000000.0,Payangan,Gianyar
2023-12-01,"Nusa Dua, Badung",110.0,3500000.0,385000000.0,Nusa Dua,Badung
2024-04-22,"Belalang, Tabanan",200.0,4750000.0,950000000.0,Belalang,Tabanan
2024-04-22,"Padangsambian , Denpasar",125.0,5000000.0,625000000.0,Padangsambian,Denpasar
2024-04-22,"Kediri, Tabanan",105.0,8571428.57142857,900000000.0,Kediri,Tabanan
2024-04-29,"Sanur, Denpasar",1000.0,7500000.0,7500000000.0,Sanur,Denpasar
2024-03-30,"Canggu, Badung",401.0,12000000.0,4812000000.0,Canggu,Badung
2024-04-22,"Dewi Sri, Badung",1600.0,15000000.0,24000000000.0,Dewi Sri,Badung
2024-04-22,"Sidakarya, Denpasar",1636.0,8000000.0,13088000000.0,Sidakarya,Denpasar
2024-01-30,"Ubud, Gianyar",4425.0,3000000.0,13275000000.0,Ubud,Gianyar
2024-04-22,"Tibubeneng, Badung",700.0,9000000.0,6300000000.0,Tibubeneng,Badung
2024-03-30,"Kuta, Badung",100.0,16000000.0,1600000000.0,Kuta,Badung
2024-04-08,"Megati, Tabanan",3500.0,1700000.0,5950000000.0,Megati,Tabanan
2024-04-25,"Pecatu, Badung",300.0,4500000.0,1350000000.0,Pecatu,Badung
2023-12-31,"Canggu, Badung",242.0,12000000.0,2904000000.0,Canggu,Badung
2024-02-29,"Ubud, Gianyar",650.0,5000000.0,3250000000.0,Ubud,Gianyar
2024-04-22,"Canggu, Badung",300.0,11000000.0,3300000000.0,Canggu,Badung
2024-03-30,"Beraban, Tabanan",200.0,4750000.0,950000000.0,Beraban,Tabanan
2024-02-29,"Denpasar Barat, Denpasar",330.0,4500000.0,1485000000.0,Denpasar Barat,Denpasar
2024-01-30,"Denpasar Barat, Denpasar",1900.0,14900000.0,28310000000.0,Denpasar Barat,Denpasar
2024-02-29,"Denpasar Utara, Denpasar",300.0,3500000.0,1050000000.0,Denpasar Utara,Denpasar
2024-01-30,"Ungasan, Badung",2000.0,2750000.0,5500000000.0,Ungasan,Badung
2024-03-30,"Kerobokan, Badung",513.0,7500000.0,3847500000.0,Kerobokan,Badung
2023-12-01,"Mumbul, Badung",368.0,3300000.0,1214400000.0,Mumbul,Badung
2024-03-30,"Baturiti, Tabanan",1650.0,1500000.0,2475000000.0,Baturiti,Tabanan
2024-04-08,"Belalang, Tabanan",225.0,7555555.555555556,1700000000.0,Belalang,Tabanan
2024-04-08,"Nusa Dua, Badung",250.0,3300000.0,825000000.0,Nusa Dua,Badung
2023-12-31,"Nusa Dua, Badung",300.0,5500000.0,1650000000.0,Nusa Dua,Badung
2024-04-29,"Ungasan, Badung",750.0,5500000.0,4125000000.0,Ungasan,Badung
2024-04-22,"Canggu, Badung",3000.0,8033333.333333333,24100000000.0,Canggu,Badung
2024-02-29,"Pecatu, Badung",600.0,15000000.0,9000000000.0,Pecatu,Badung
2024-02-29,"Ungasan, Badung",518.0,3750000.0,1942500000.0,Ungasan,Badung
2024-04-15,"Jimbaran, Badung",1500.0,3100000.0,4650000000.0,Jimbaran,Badung
2024-02-29,"Selemadeg, Tabanan",3950.0,1200000.0,4740000000.0,Selemadeg,Tabanan
2024-01-30,"Nusa Dua, Badung",1500.0,5500000.0,8250000000.0,Nusa Dua,Badung
2024-04-22,"Sanur, Denpasar",145.0,5496551.724137931,797000000.0,Sanur,Denpasar
2024-04-22,"Kemenuh, Gianyar",500.0,7200000.0,3600000000.0,Kemenuh,Gianyar
2024-04-01,"Lovina, Buleleng",562.0,2750000.0,1545500000.0,Lovina,Buleleng
2024-01-30,"Kubutambahan, Buleleng",6400.0,1500000.0,9600000000.0,Kubutambahan,Buleleng
2024-04-08,"Amed, Karangasem",1500.0,2750000.0,4125000000.0,Amed,Karangasem
2024-04-15,"Bedugul, Tabanan",2780.0,2850000.0,7923000000.0,Bedugul,Tabanan
2024-01-30,"Sukasada, Buleleng",88.0,1534090.9090909092,135000000.0,Sukasada,Buleleng
2024-04-22,"Seraya, Karangasem",2500.0,1648000.0,4120000000.0,Seraya,Karangasem
2024-03-30,"Bondalem, Buleleng",3025.0,1500000.0,4537500000.0,Bondalem,Buleleng
2024-01-30,"Sukasada, Buleleng",170.0,1470588.2352941176,250000000.0,Sukasada,Buleleng
2024-02-29,"Kubutambahan, Buleleng",4935.0,2000000.0,9870000000.0,Kubutambahan,Buleleng
2024-04-22,"Sukasada, Buleleng",1085.0,1500000.0,1627500000.0,Sukasada,Buleleng
2024-04-22,"Denpasar Selatan, Denpasar",594.0,9500000.0,5643000000.0,Denpasar Selatan,Denpasar
2024-04-22,"Kuta, Badung",352.0,18977272.727272727,6680000000.0,Kuta,Badung
2024-01-30,"Umalas, Badung",440.0,9900000.0,4356000000.0,Umalas,Badung
2024-04-22,"Ungasan, Badung",3900.0,5500000.0,21450000000.0,Ungasan,Badung
2024-04-22,"Canggu, Badung",700.0,9142857.142857144,6400000000.0,Canggu,Badung
2024-04-22,"Renon, Denpasar",1636.0,8000000.0,13088000000.0,Renon,Denpasar
2024-04-22,"Munggu, Badung",820.0,7000000.0,5740000000.0,Munggu,Badung
2024-04-22,"Lovina, Buleleng",3750.0,2498666.6666666665,9370000000.0,Lovina,Buleleng
2024-04-22,"Kuta, Badung",352.0,19000000.0,6688000000.0,Kuta,Badung
2024-04-22,"Kerobokan, Badung",500.0,13000000.0,6500000000.0,Kerobokan,Badung
2024-04-22,"Umalas, Badung",800.0,11000000.0,8800000000.0,Umalas,Badung
2024-04-22,"Singaraja, Buleleng",200.0,3250000.0,650000000.0,Singaraja,Buleleng
2024-04-22,"Canggu, Badung",300.0,17500000.0,5250000000.0,Canggu,Badung
2024-04-22,"Jimbaran, Badung",2000.0,7500000.0,15000000000.0,Jimbaran,Badung
2024-04-22,"Subamia, Tabanan",275.0,1400000.0,385000000.0,Subamia,Tabanan
2024-04-22,"Kapal, Badung",100.0,4500000.0,450000000.0,Kapal,Badung
2024-04-22,"Delodpeken, Tabanan",100.0,3000000.0,300000000.0,Delodpeken,Tabanan
2024-04-22,"Marga, Tabanan",100.0,1600000.0,160000000.0,Marga,Tabanan
2024-04-22,"Denbantas, Tabanan",100.0,2400000.0,240000000.0,Denbantas,Tabanan
2024-04-22,"Kediri, Tabanan",1750.0,8457142.857142856,14800000000.0,Kediri,Tabanan
2024-04-22,"Kediri, Tabanan",98.0,2295918.3673469387,225000000.0,Kediri,Tabanan
2024-04-22,"Kediri, Tabanan",125.0,16239999.999999998,2029999999.9999998,Kediri,Tabanan
2024-04-22,"Kediri, Tabanan",320.0,1250000.0,400000000.0,Kediri,Tabanan
2024-04-22,"Baturiti, Tabanan",300.0,2650000.0,795000000.0,Baturiti,Tabanan
2024-04-22,"Renon, Denpasar",520.0,11000000.0,5720000000.0,Renon,Denpasar
2024-04-22,"Sibang Kaja, Badung",238.0,3306722.68907563,787000000.0,Sibang Kaja,Badung
2024-04-22,"Uluwatu, Badung",310.0,16000000.0,4960000000.0,Uluwatu,Badung
2024-04-22,"Canggu, Badung",1725.0,11594202.898550725,20000000000.0,Canggu,Badung
2024-03-30,"Dalung, Badung",300.0,4500000.0,1350000000.0,Dalung,Badung
2024-01-30,"Pererenan, Badung",1500.0,10000000.0,15000000000.0,Pererenan,Badung
2024-04-22,"Jimbaran, Badung",300.0,6000000.0,1800000000.0,Jimbaran,Badung
2024-04-15,"Mengwi, Badung",536.0,8500000.0,4556000000.0,Mengwi,Badung
2024-04-22,"Padangsambian Kelod, Denpasar",500.0,13000000.0,6500000000.0,Padangsambian Kelod,Denpasar
2024-04-22,"Sukawati, Gianyar",950.0,2315789.4736842103,2200000000.0,Sukawati,Gianyar
2024-04-22,"Ubud, Gianyar",670.0,5800000.0,3886000000.0,Ubud,Gianyar
2024-04-25,"Canggu, Badung",3000.0,7533333.333333333,22600000000.0,Canggu,Badung
2024-02-29,"Ungasan, Badung",1860.0,4750000.0,8835000000.0,Ungasan,Badung
2024-04-15,"Renon, Denpasar",410.0,9000000.0,3690000000.0,Renon,Denpasar
2024-04-22,"Mumbul, Badung",381.0,4500000.0,1714500000.0,Mumbul,Badung
2024-04-22,"Kuta, Badung",550.0,12000000.0,6600000000.0,Kuta,Badung
2024-04-24,"Ubud, Gianyar",500.0,4000000.0,2000000000.0,Ubud,Gianyar
2024-04-22,"Sembunggede, Tabanan",375.0,1866666.6666666667,700000000.0,Sembunggede,Tabanan
2024-04-22,"Jimbaran, Badung",400.0,4000000.0,1600000000.0,Jimbaran,Badung
2024-04-22,"Sanur Kauh, Denpasar",2440.0,8000000.0,19520000000.0,Sanur Kauh,Denpasar
2024-03-30,"Ubud, Gianyar",1625.0,5500000.0,8937500000.0,Ubud,Gianyar
2024-02-29,"Ubud, Gianyar",2000.0,5500000.0,11000000000.0,Ubud,Gianyar
2024-01-30,"Kerobokan, Badung",1480.0,6351351.3513513515,9400000000.0,Kerobokan,Badung
2024-04-01,"Canggu, Badung",100.0,12300000.0,1230000000.0,Canggu,Badung
2024-02-29,"Umalas, Badung",1000.0,10000000.0,10000000000.0,Umalas,Badung
2024-02-29,"Ungasan, Badung",1600.0,7500000.0,12000000000.0,Ungasan,Badung
2024-04-22,"Seraya, Karangasem",1000.0,1500000.0,1500000000.0,Seraya,Karangasem
2024-04-22,"Jimbaran, Badung",246.0,5487804.87804878,1350000000.0,Jimbaran,Badung
2024-04-22,"Ungasan, Badung",350.0,3714285.714285714,1300000000.0,Ungasan,Badung
2024-04-15,"Beraban, Tabanan",150.0,8000000.0,1200000000.0,Beraban,Tabanan
2024-04-15,"Balangan, Badung",200.0,4500000.0,900000000.0,Balangan,Badung
2024-04-15,"Sanur Kauh, Denpasar",171.0,7602339.18128655,1300000000.0,Sanur Kauh,Denpasar
2024-04-15,"Ungasan, Badung",1400.0,3000000.0,4200000000.0,Ungasan,Badung
2024-04-15,"Ungasan, Badung",950.0,18000000.0,17100000000.0,Ungasan,Badung
2024-04-15,"Saba, Gianyar",393.0,3231552.162849873,1270000000.0,Saba,Gianyar
2024-04-15,"Denpasar Barat, Denpasar",300.0,7966666.666666667,2390000000.0,Denpasar Barat,Denpasar
2024-04-15,"Ungasan, Badung",1014.0,3491124.2603550297,3540000000.0,Ungasan,Badung
2024-03-30,"Ungasan, Badung",1200.0,5000000.0,6000000000.0,Ungasan,Badung
2024-04-15,"Kintamani, Bangli",4800.0,2600000.0,12480000000.0,Kintamani,Bangli
2024-04-15,"Cemagi, Badung",200.0,7000000.0,1400000000.0,Cemagi,Badung
2024-01-30,"Bedugul, Tabanan",500.0,1650000.0,825000000.0,Bedugul,Tabanan
2024-04-15,"Angantaka, Badung",1900.0,2500000.0,4750000000.0,Angantaka,Badung
2024-04-15,"Canggu, Badung",413.0,16500000.0,6814500000.0,Canggu,Badung
2024-04-26,"Nusa Dua, Badung",1400.0,4500000.0,6300000000.0,Nusa Dua,Badung
2024-04-15,"Renon, Denpasar",410.0,9024390.24390244,3700000000.0,Renon,Denpasar
2024-04-15,"Sanur Kaja, Denpasar",243.0,9465020.576131687,2300000000.0,Sanur Kaja,Denpasar
2024-04-15,"Denpasar Barat, Denpasar",184.0,7445652.173913044,1370000000.0,Denpasar Barat,Denpasar
2024-04-15,"Pecatu, Badung",645.0,12000000.0,7740000000.0,Pecatu,Badung
2024-04-15,"Jimbaran, Badung",520.0,4500000.0,2340000000.0,Jimbaran,Badung
2024-04-15,"Padangsambian Kelod, Denpasar",500.0,13000000.0,6500000000.0,Padangsambian Kelod,Denpasar
2024-04-15,"Jimbaran, Badung",900.0,3500000.0,3150000000.0,Jimbaran,Badung
2024-04-15,"Uluwatu, Badung",2300.0,8000000.0,18400000000.0,Uluwatu,Badung
2024-04-15,"Jimbaran, Badung",540.0,7000000.0,3780000000.0,Jimbaran,Badung
2024-04-15,"Puri Gading, Badung",500.0,5000000.0,2500000000.0,Puri Gading,Badung
2024-04-15,"Jimbaran, Badung",1500.0,3746666.6666666665,5620000000.0,Jimbaran,Badung
2024-04-15,"Balangan, Badung",790.0,8000000.0,6320000000.0,Balangan,Badung
2024-04-15,"Ungasan, Badung",500.0,6000000.0,3000000000.0,Ungasan,Badung
2024-04-15,"Mengwi, Badung",960.0,1750000.0,1680000000.0,Mengwi,Badung
2024-04-15,"Pecatu, Badung",1500.0,5000000.0,7500000000.0,Pecatu,Badung
2024-04-15,"Pecatu, Badung",500.0,5500000.0,2750000000.0,Pecatu,Badung
2024-04-15,"Pejeng, Gianyar",1000.0,4000000.0,4000000000.0,Pejeng,Gianyar
2024-04-15,"Ubud, Gianyar",270.0,12962962.962962963,3500000000.0,Ubud,Gianyar
2024-04-15,"Ubud, Gianyar",800.0,5500000.0,4400000000.0,Ubud,Gianyar
2024-04-15,"Tegallalang, Gianyar",1160.0,3000000.0,3480000000.0,Tegallalang,Gianyar
2024-04-15,"Mengwi, Badung",1975.0,1746835.4430379746,3450000000.0,Mengwi,Badung
2024-04-15,"Ungasan, Badung",200.0,4500000.0,900000000.0,Ungasan,Badung
2024-04-15,"Ungasan, Badung",135.0,6111111.111111111,825000000.0,Ungasan,Badung
2024-04-15,"Padangsambian , Denpasar",500.0,13000000.0,6500000000.0,Padangsambian,Denpasar
2024-04-15,"Denpasar Utara, Denpasar",324.0,10493827.160493826,3400000000.0,Denpasar Utara,Denpasar
2024-04-15,"Benoa, Badung",200.0,4750000.0,950000000.0,Benoa,Badung
2024-04-15,"Kesiman, Denpasar",1000.0,7000000.0,7000000000.0,Kesiman,Denpasar
2024-04-15,"Sukawati, Gianyar",1950.0,3000000.0,5850000000.0,Sukawati,Gianyar
2024-04-15,"Sanur, Denpasar",414.0,8750000.0,3622500000.0,Sanur,Denpasar
2024-04-15,"Blahbatuh, Gianyar",2133.0,5000000.0,10665000000.0,Blahbatuh,Gianyar
2024-03-30,"Padangsambian , Denpasar",150.0,6733333.333333333,1010000000.0,Padangsambian,Denpasar
2024-04-08,"Denpasar Barat, Denpasar",420.0,13000000.0,5460000000.0,Denpasar Barat,Denpasar
2024-04-08,"Mahendradata, Denpasar",1200.0,17000000.0,20400000000.0,Mahendradata,Denpasar
2024-04-08,"Canggu, Badung",300.0,13500000.0,4050000000.0,Canggu,Badung
2024-04-15,"Goa Gong, Badung",800.0,6000000.0,4800000000.0,Goa Gong,Badung
2024-04-15,"Renon, Denpasar",635.0,7250000.0,4603750000.0,Renon,Denpasar
2024-04-08,"Soka, Tabanan",2345.0,4500000.0,10552500000.0,Soka,Tabanan
2024-02-29,"Balangan, Badung",553.0,6500000.0,3594500000.0,Balangan,Badung
2024-04-15,"Kediri, Tabanan",700.0,2500000.0,1750000000.0,Kediri,Tabanan
2024-04-15,"Ubud, Gianyar",375.0,5500000.0,2062500000.0,Ubud,Gianyar
2024-04-15,"Banjarangkan, Semarapura",800.0,6500000.0,5200000000.0,Banjarangkan,Klungkung
2024-04-15,"Bitera, Gianyar",1065.0,2591549.295774648,2760000000.0,Bitera,Gianyar
2024-04-15,"Ubud, Gianyar",233.0,18969957.081545066,4420000000.0,Ubud,Gianyar
2024-04-15,"Padanggalak, Denpasar",1651.0,9993943.064809207,16500000000.0,Padanggalak,Denpasar
2024-04-15,"Pecatu, Badung",300.0,5333333.333333333,1600000000.0,Pecatu,Badung
2024-04-15,"Sanur, Denpasar",980.0,3571428.5714285714,3500000000.0,Sanur,Denpasar
2024-04-15,"Nusa Dua, Badung",200.0,2500000.0,500000000.0,Nusa Dua,Badung
2024-04-15,"Benoa, Badung",210.0,4900000.0,1029000000.0,Benoa,Badung
2024-04-15,"Kediri, Tabanan",540.0,8000000.0,4320000000.0,Kediri,Tabanan
2024-02-29,"Bukit, Badung",1290.0,6000000.0,7740000000.0,Bukit,Badung
2024-04-15,"Kediri, Tabanan",89.0,2719101.1235955055,242000000.0,Kediri,Tabanan
2024-04-15,"Uluwatu, Badung",1000.0,3250000.0,3250000000.0,Uluwatu,Badung
2024-03-30,"Ungasan, Badung",500.0,3000000.0,1500000000.0,Ungasan,Badung
2024-04-15,"Canggu, Badung",822.0,14963503.649635037,12300000000.0,Canggu,Badung
2024-04-15,"Ungasan, Badung",1870.0,4000000.0,7480000000.0,Ungasan,Badung
2024-04-15,"Canggu, Badung",270.0,13703703.703703703,3700000000.0,Canggu,Badung
2024-04-15,"Pecatu, Badung",800.0,3750000.0,3000000000.0,Pecatu,Badung
2024-04-15,"Canggu, Badung",1600.0,5000000.0,8000000000.0,Canggu,Badung
2024-04-15,"Mengwi, Badung",320.0,10000000.0,3200000000.0,Mengwi,Badung
2024-04-15,"Pererenan, Badung",550.0,18000000.0,9900000000.0,Pererenan,Badung
2024-04-15,"Canggu, Badung",1720.0,9186046.511627907,15800000000.0,Canggu,Badung
2024-04-15,"Nyanyi, Badung",3070.0,6970684.039087947,21400000000.0,Nyanyi,Badung
2024-04-15,"Nyanyi, Badung",1000.0,8500000.0,8500000000.0,Nyanyi,Badung
2024-04-15,"Canggu, Badung",1180.0,10932203.38983051,12900000000.0,Canggu,Badung
2024-04-15,"Dalung, Badung",481.0,5613305.613305613,2700000000.0,Dalung,Badung
2024-04-15,"Umalas, Badung",1800.0,8500000.0,15300000000.0,Umalas,Badung
2024-04-15,"Kediri, Tabanan",695.0,7750000.0,5386250000.0,Kediri,Tabanan
2024-04-15,"Denpasar Selatan, Denpasar",243.0,10500000.0,2551500000.0,Denpasar Selatan,Denpasar
2024-04-15,"Ungasan, Badung",1260.0,3500000.0,4410000000.0,Ungasan,Badung
2024-04-15,"Gianyar, Gianyar",800.0,6500000.0,5200000000.0,Gianyar,Gianyar
2024-04-15,"Renon, Denpasar",600.0,11000000.0,6600000000.0,Renon,Denpasar
2024-04-15,"Kerobokan, Badung",2835.0,10000000.0,28350000000.0,Kerobokan,Badung
2024-04-15,"Umalas, Badung",500.0,12500000.0,6250000000.0,Umalas,Badung
2023-11-01,"Gatot Subroto, Denpasar",100.0,6550000.0,655000000.0,Gatot Subroto,Denpasar
2024-04-15,"Ketewel, Gianyar",300.0,4500000.0,1350000000.0,Ketewel,Gianyar
2024-04-15,"Benoa, Badung",1248.0,4750000.0,5928000000.0,Benoa,Badung
2024-04-15,"Ungasan, Badung",5400.0,3500000.0,18900000000.0,Ungasan,Badung
2024-04-15,"Nusa Dua, Badung",427.0,3500000.0,1494500000.0,Nusa Dua,Badung
2024-04-15,"Renon, Denpasar",261.0,12500000.0,3262500000.0,Renon,Denpasar
2024-04-15,"Kediri, Tabanan",650.0,5000000.0,3250000000.0,Kediri,Tabanan
2024-04-15,"Seminyak, Badung",459.0,16500000.0,7573500000.0,Seminyak,Badung
2024-04-15,"Ketewel, Gianyar",300.0,4500000.0,1350000000.0,Ketewel,Gianyar
2024-04-15,"Tampaksiring, Gianyar",1000.0,1650000.0,1650000000.0,Tampaksiring,Gianyar
2024-04-15,"Payangan, Gianyar",1500.0,2846666.6666666665,4269999999.9999995,Payangan,Gianyar
2024-04-15,"Tegallalang, Gianyar",1900.0,600000.0,1140000000.0,Tegallalang,Gianyar
2024-04-15,"Tegallalang, Gianyar",1000.0,1450000.0,1450000000.0,Tegallalang,Gianyar
2024-04-15,"Lovina, Buleleng",4200.0,500000.0,2100000000.0,Lovina,Buleleng
2024-04-01,"Ubud, Gianyar",6009.0,2500000.0,15022500000.0,Ubud,Gianyar
2024-04-15,"Panjer, Denpasar",300.0,7000000.0,2100000000.0,Panjer,Denpasar
2024-04-15,"Nusa Dua, Badung",1500.0,2000000.0,3000000000.0,Nusa Dua,Badung
2024-04-15,"Gianyar, Gianyar",7000.0,4285714.285714285,30000000000.0,Gianyar,Gianyar
2024-04-15,"Denpasar Barat, Denpasar",176.0,7500000.0,1320000000.0,Denpasar Barat,Denpasar
2024-04-15,"Ubud, Gianyar",2680.0,3500000.0,9380000000.0,Ubud,Gianyar
2024-04-15,"Kerambitan, Tabanan",200.0,650000.0,130000000.0,Kerambitan,Tabanan
2024-04-15,"Kediri, Tabanan",86.0,4360465.116279069,375000000.0,Kediri,Tabanan
2024-04-15,"Bajera, Tabanan",79.0,898734.1772151899,71000000.0,Bajera,Tabanan
2024-04-15,"Bongan, Tabanan",72.0,3694444.4444444445,266000000.0,Bongan,Tabanan
2024-04-15,"Cemagi, Badung",1235.0,6000000.0,7410000000.0,Cemagi,Badung
2024-02-29,"Penatih, Denpasar",150.0,3680000.0,552000000.0,Penatih,Denpasar
2024-04-15,"Kerobokan Kaja, Badung",832.0,7500000.0,6240000000.0,Kerobokan Kaja,Badung
2024-04-15,"Cemagi, Badung",3000.0,266666.6666666667,800000000.0,Cemagi,Badung
2024-04-15,"Gianyar, Gianyar",800.0,6500000.0,5200000000.0,Gianyar,Gianyar
2024-02-29,"Ubung, Denpasar",470.0,5000000.0,2350000000.0,Ubung,Denpasar
2024-04-15,"Mengwi, Badung",536.0,8500000.0,4556000000.0,Mengwi,Badung
2024-04-15,"Pecatu, Badung",590.0,2305084.745762712,1360000000.0,Pecatu,Badung
2024-04-15,"Uluwatu, Badung",1424.0,3000000.0,4272000000.0,Uluwatu,Badung
2024-04-15,"Gianyar, Gianyar",800.0,6500000.0,5200000000.0,Gianyar,Gianyar
2024-04-15,"Sanur Kaja, Denpasar",200.0,8500000.0,1700000000.0,Sanur Kaja,Denpasar
2023-12-31,"Dalung, Badung",100.0,6500000.0,650000000.0,Dalung,Badung
2023-12-31,"Dalung, Badung",120.0,4000000.0,480000000.0,Dalung,Badung
2024-04-15,"Kerobokan Kaja, Badung",135.0,9629629.629629629,1300000000.0,Kerobokan Kaja,Badung
2023-12-01,"Jimbaran, Badung",1825.0,6000000.0,10950000000.0,Jimbaran,Badung
2024-04-22,"Sanur, Denpasar",1900.0,6500000.0,12350000000.0,Sanur,Denpasar
2024-04-15,"Denpasar Barat, Denpasar",100.0,7990000.0,799000000.0,Denpasar Barat,Denpasar
2023-12-01,"Munggu, Badung",824.0,6000000.0,4944000000.0,Munggu,Badung
2024-04-15,"Denpasar Timur, Denpasar",250.0,3990000.0,997500000.0,Denpasar Timur,Denpasar
2024-04-15,"Denpasar Barat, Denpasar",150.0,6000000.0,900000000.0,Denpasar Barat,Denpasar
2024-04-15,"Canggu, Badung",185.0,12000000.0,2220000000.0,Canggu,Badung
2024-01-30,"Renon, Denpasar",706.0,16997167.1388102,12000000000.0,Renon,Denpasar
2024-02-29,"Ubud, Gianyar",939.0,1064962.7263045793,1000000000.0,Ubud,Gianyar
2024-01-30,"Ketewel, Gianyar",2500.0,7500000.0,18750000000.0,Ketewel,Gianyar
2024-04-15,"Sanur, Denpasar",536.0,11194029.850746268,6000000000.0,Sanur,Denpasar
2024-01-30,"Canggu, Badung",275.0,13500000.0,3712500000.0,Canggu,Badung
2024-04-15,"Mengwi, Badung",730.0,3500000.0,2555000000.0,Mengwi,Badung
2024-04-15,"Kuta Selatan, Badung",1000.0,3950000.0,3950000000.0,Kuta Selatan,Badung
2024-04-15,"Sukawati, Gianyar",100.0,3500000.0,350000000.0,Sukawati,Gianyar
2024-04-15,"Ungasan, Badung",100.0,3250000.0,325000000.0,Ungasan,Badung
2024-04-15,"Denpasar Barat, Denpasar",265.0,5660377.358490566,1500000000.0,Denpasar Barat,Denpasar
2024-04-15,"Denpasar Barat, Denpasar",184.0,7608695.652173913,1400000000.0,Denpasar Barat,Denpasar
2024-04-15,"Denpasar Barat, Denpasar",480.0,11000000.0,5280000000.0,Denpasar Barat,Denpasar
2024-04-08,"Carangsari, Badung",4550.0,659.3406593406594,3000000.0,Carangsari,Badung
2024-04-22,"Renon, Denpasar",103.0,15000000.0,1545000000.0,Renon,Denpasar
2024-04-15,"Denpasar Timur, Denpasar",240.0,7500000.0,1800000000.0,Denpasar Timur,Denpasar
2024-04-15,"Benoa, Badung",400.0,4000000.0,1600000000.0,Benoa,Badung
2024-04-22,"Sading, Badung",100.0,4550000.0,455000000.0,Sading,Badung
2024-04-15,"Benoa, Badung",400.0,6500000.0,2600000000.0,Benoa,Badung
2024-04-15,"Ungasan, Badung",193.0,4500000.0,868500000.0,Ungasan,Badung
2024-04-15,"Tampaksiring, Gianyar",1600.0,2650000.0,4240000000.0,Tampaksiring,Gianyar
2024-04-15,"Sanur, Denpasar",1200.0,8000000.0,9600000000.0,Sanur,Denpasar
2024-04-15,"Kediri, Tabanan",3050.0,4983606.557377049,15200000000.0,Kediri,Tabanan
2024-04-15,"Kuta Selatan, Badung",298.0,4362416.10738255,1300000000.0,Kuta Selatan,Badung
2024-04-15,"Tampaksiring, Gianyar",1050.0,1000000.0,1050000000.0,Tampaksiring,Gianyar
2024-04-15,"Tampaksiring, Gianyar",3000.0,1300000.0,3900000000.0,Tampaksiring,Gianyar
2024-04-15,"Tampaksiring, Gianyar",1000.0,2500000.0,2500000000.0,Tampaksiring,Gianyar
2024-04-22,"Mumbul, Badung",598.0,5500000.0,3289000000.0,Mumbul,Badung
2024-04-15,"Tampaksiring, Gianyar",1692.0,2659574.4680851065,4500000000.0,Tampaksiring,Gianyar
2024-04-15,"Ungasan, Badung",1000.0,3500000.0,3500000000.0,Ungasan,Badung
2024-02-29,"Sanur, Denpasar",270.0,6500000.0,1755000000.0,Sanur,Denpasar
2024-04-08,"Canggu, Badung",400.0,11000000.0,4400000000.0,Canggu,Badung
2024-04-15,"Gianyar, Gianyar",925.0,2497297.2972972975,2310000000.0,Gianyar,Gianyar
2024-04-15,"Canggu, Badung",778.0,17480719.794344474,13600000000.0,Canggu,Badung
2023-12-31,"Pering, Gianyar",800.0,3000000.0,2400000000.0,Pering,Gianyar
2024-04-15,"Baturiti, Tabanan",500.0,450000.0,225000000.0,Baturiti,Tabanan
2024-04-15,"Jimbaran, Badung",100.0,5750000.0,575000000.0,Jimbaran,Badung
2024-04-15,"Canggu, Badung",150.0,13466666.666666666,2020000000.0,Canggu,Badung
2024-04-15,"Kuta Utara, Badung",745.0,4496644.295302014,3350000000.0,Kuta Utara,Badung
